Species,Type,Identifier,Title
"Ammodaucus leucotrichus",PMID,"18164558","Compositions and antifungal activities of essential oils of some Algerian aromatic plants."
"Ammodaucus leucotrichus",PMID,"12736444","Dammarane triterpenes of Commiphora confusa resin."
"Ammodaucus leucotrichus",PMID,"11449503","Antibacterial and molluscicidal activities of the essential oil of Chrysanthemum viscidehirtum."
"Ammodaucus leucotrichus",PMID,"20554185","Anticandidal activity of the essential oils of Thymus maroccanus and Thymus broussonetii and their synergism with amphotericin B and fluconazol."
"Ammodaucus leucotrichus",PMID,"12789127","Bioassay-guided studies on the cytotoxic and in vitro trypanocidal activities of a sesquiterpene (Muzigadial) derived from a Ugandan medicinal plant (Warburgia ugandensis)."
"Ammodaucus leucotrichus",PMID,"11830156","Two octanordammarane triterpenes from Commiphora kua."
"Ammodaucus leucotrichus",DOI,"10.1016/j.bse.2007.05.009","Chemical composition and antimicrobial activity of essential oils of Cupressus arizonica Greene"
"Ammodaucus leucotrichus",DOI,"10.1016/j.phymed.2010.03.020","Anticandidal activity of the essential oils of Thymus maroccanus and Thymus broussonetii and their synergism with amphotericin B and fluconazol"
"Ammodaucus leucotrichus",DOI,"10.1016/j.fitote.2007.11.004","Compositions and antifungal activities of essential oils of some Algerian aromatic plants"
"Ammodaucus leucotrichus",DOI,"10.1016/j.bse.2003.12.009","Chemical analysis and biological activities of the essential oil of Teucrium leucocladum Boiss. (Lamiaceae)"
"Tetraclinis articulata",PMID,"22906882","Chemical and genetic diversity of two Mediterranean subspecies of Teucrium polium L."
"Tetraclinis articulata",PMID,"16303155","Phytochemical constituents and hepatoprotective activity of Viburnum tinus."
"Tetraclinis articulata",PMID,"17365690","Phenolics of Moringa oleifera leaves."
"Tetraclinis articulata",PMID,"18164558","Compositions and antifungal activities of essential oils of some Algerian aromatic plants."
"Tetraclinis articulata",PMID,"22257599","Antibacterial activity of Thymus maroccanus and Thymus broussonetii essential oils against nosocomial infection - bacteria and their synergistic potential with antibiotics."
"Tetraclinis articulata",PMID,"10820798","Triterpenoid saponins and sapogenin lactones from Albizia gummifera."
"Tetraclinis articulata",PMID,"11830156","Two octanordammarane triterpenes from Commiphora kua."
"Tetraclinis articulata",PMID,"11054840","Inhibitory effects of sudanese medicinal plant extracts on hepatitis C virus (HCV) protease."
"Tetraclinis articulata",PMID,"15474566","Repellency of essential oils of some Kenyan plants against Anopheles gambiae."
"Tetraclinis articulata",PMID,"16766003","Three ent-trachylobane diterpenes from the leaf exudates of Psiadia punctulata."
"Tetraclinis articulata",PMID,"18998404","Essential oil of Daucus glaber Forssk."
"Tetraclinis articulata",PMID,"27569885","Chemical composition, antiproliferative, antioxidant and antibacterial activities of essential oils from aromatic plants growing in Sudan."
"Tetraclinis articulata",PMID,"25732351","Antimicrobial and cytotoxic constituents from native Cameroonian medicinal plant Hypericum riparium."
"Tetraclinis articulata",PMID,"20554185","Anticandidal activity of the essential oils of Thymus maroccanus and Thymus broussonetii and their synergism with amphotericin B and fluconazol."
"Tetraclinis articulata",PMID,"30200407","Euphosantianane A⁻D: Antiproliferative Premyrsinane Diterpenoids from the Endemic Egyptian Plant Euphorbia Sanctae-Catharinae."
"Tetraclinis articulata",PMID,"11908975","Dimeric and trimeric hydrolyzable tannins from Quercus coccifera and Quercus suber."
"Tetraclinis articulata",PMID,"20614808","Antimicrobial and antiparasitic abietane diterpenoids from the roots of Clerodendrum eriophyllum."
"Tetraclinis articulata",PMID,"14559287","Flavonol glycosides of Warburgia ugandensis leaves."
"Tetraclinis articulata",PMID,"28714345","Chemical composition and antioxidant activity of aerial parts of Ferula longipes Coss. ex Bonnier and Maury."
"Tetraclinis articulata",PMID,"12736444","Dammarane triterpenes of Commiphora confusa resin."
"Tetraclinis articulata",PMID,"19551729","Flower and root oils of the tunisian Daucus carota L. ssp. maritimus (Apiaceae): integrated analyses by GC, GC/MS, and 13C-NMR spectroscopy, and in vitro antibacterial activity."
"Tetraclinis articulata",PMID,"28281364","Chemical composition, antioxidant and antibacterial activities of Tamarix balansae J. Gay aerial parts."
"Tetraclinis articulata",PMID,"12789127","Bioassay-guided studies on the cytotoxic and in vitro trypanocidal activities of a sesquiterpene (Muzigadial) derived from a Ugandan medicinal plant (Warburgia ugandensis)."
"Tetraclinis articulata",PMID,"15893885","Components and antibacterial activity of the roots of Salvia jaminiana."
"Tetraclinis articulata",PMID,"25273060","Taxiphyllin 6'-O-gallate, actinidioionoside 6'-O-gallate and myricetrin 2″-O-sulfate from the leaves of Syzygium samarangense and their biological activities."
"Tetraclinis articulata",PMID,"12049234","Odor composition of preferred (buffalo and ox) and nonpreferred (waterbuck) hosts of some Savanna tsetse flies."
"Tetraclinis articulata",PMID,"28695668","A Nitrile Glucoside and Biflavones from the Leaves of Campylospermum excavatum (Ochnaceae)."
"Tetraclinis articulata",PMID,"11393518","Blend effects in the toxicity of the essential oil constituents of Ocimum kilimandscharicum and Ocimum kenyense (Labiateae) on two post-harvest insect pests."
"Tetraclinis articulata",PMID,"31261420","Halimium halimifolium: From the Chemical and Functional Characterization to a Nutraceutical Ingredient Design."
"Tetraclinis articulata",PMID,"24680168","Cycloartane triterpenes from the leaves of Neoboutonia macrocalyx L."
"Tetraclinis articulata",PMID,"11449503","Antibacterial and molluscicidal activities of the essential oil of Chrysanthemum viscidehirtum."
"Tetraclinis articulata",PMID,"15898704","Extracts and constituents of Lavandula multifida with topical anti-inflammatory activity."
"Tetraclinis articulata",PMID,"23401280","In vivo antimalarial activity of a labdane diterpenoid from the leaves of Otostegia integrifolia Benth."
"Tetraclinis articulata",PMID,"12842147","Two very unusual macrocyclic flavonoids from the water lily Nymphaea lotus."
"Tetraclinis articulata",PMID,"11738415","Acylated flavonol glycosides from Eugenia jambolana leaves."
"Tetraclinis articulata",DOI,"10.1055/a-0953-6007","Halimium halimifolium: From the Chemical and Functional Characterization to a Nutraceutical Ingredient Design"
"Tetraclinis articulata",DOI,"10.1016/j.phymed.2010.03.020","Anticandidal activity of the essential oils of Thymus maroccanus and Thymus broussonetii and their synergism with amphotericin B and fluconazol"
"Tetraclinis articulata",DOI,"10.1016/j.phytol.2013.06.003","Antibacterial and antioxidant activities of flavonoids from Lannea alata (Engl.) Engl. (Anacardiaceae)"
"Tetraclinis articulata",DOI,"10.1080/14786419.2017.1353513","Chemical composition and antioxidant activity of aerial parts of <i>Ferula longipes</i> Coss. ex Bonnier and Maury"
"Tetraclinis articulata",DOI,"10.1016/0031-9422(84)83045-9","Flavonoid constituents of Ephedra alata"
"Tetraclinis articulata",DOI,"10.1016/j.fitote.2005.03.011","Components and antibacterial activity of the roots of Salvia jaminiana"
"Tetraclinis articulata",DOI,"10.1016/j.fitote.2007.11.004","Compositions and antifungal activities of essential oils of some Algerian aromatic plants"
"Tetraclinis articulata",DOI,"10.1016/j.phymed.2011.12.003","Antibacterial activity of Thymus maroccanus and Thymus broussonetii essential oils against nosocomial infection – bacteria and their synergistic potential with antibiotics"
"Tetraclinis articulata",DOI,"10.1016/j.bse.2003.12.009","Chemical analysis and biological activities of the essential oil of Teucrium leucocladum Boiss. (Lamiaceae)"
"Tetraclinis articulata",DOI,"10.1016/j.bse.2020.104078","Phenolic compounds from the leaves and stem bark of Pseudospondias microcarpa (A. Rich.) Engl. (Anacardiaceae)"
"Tetraclinis articulata",DOI,"10.1021/np010465i","Dimeric and Trimeric Hydrolyzable Tannins from <i>Quercus </i><i>c</i><i>occifera</i> and <i>Quercus </i><i>s</i><i>uber</i>"
"Tetraclinis articulata",DOI,"10.1016/j.bse.2007.05.009","Chemical composition and antimicrobial activity of essential oils of Cupressus arizonica Greene"
"Tetraclinis articulata",DOI,"10.1016/j.fitote.2015.02.006","Antimicrobial and cytotoxic constituents from native Cameroonian medicinal plant Hypericum riparium"
"Tetraclinis articulata",DOI,"10.1080/14786419.2017.1299729","Chemical composition, antioxidant and antibacterial activities of <i>Tamarix balansae</i> J. Gay aerial parts"
"Tetraclinis articulata",DOI,"10.1016/j.bse.2006.07.006","Intra- and interspecific variations in vacuolar flavonoids among Ficus species from the Budongo Forest, Uganda"
"Tetraclinis articulata",DOI,"10.1080/10575639508043206","A New Flavonol Glycoside from Eucalyptus globulous Subsp. Maidenii"
"Tetraclinis articulata",DOI,"10.1016/j.arabjc.2014.11.059","Chemical composition and antioxidant activity of Borago officinalis L. leaf extract growing in Algeria"
"Tetraclinis articulata",DOI,"10.1016/j.phytol.2020.07.012","Antioxidant activity-guided isolation of constituents from Euphorbia gaditana Coss. and their antioxidant and tyrosinase inhibitory activities"
"Tetraclinis articulata",DOI,"10.1002/cbdv.201700241","A Nitrile Glucoside and Biflavones from the Leaves of <i>Campylospermum excavatum</i> (Ochnaceae)"
"Tetraclinis articulata",DOI,"10.1016/j.bse.2005.08.002","An antimalarial abietane diterpene from Fuerstia africana T.C.E. Fries"
"Anthemis tigrensis",PMID,"22906882","Chemical and genetic diversity of two Mediterranean subspecies of Teucrium polium L."
"Anthemis tigrensis",PMID,"11393518","Blend effects in the toxicity of the essential oil constituents of Ocimum kilimandscharicum and Ocimum kenyense (Labiateae) on two post-harvest insect pests."
"Anthemis tigrensis",PMID,"15474566","Repellency of essential oils of some Kenyan plants against Anopheles gambiae."
"Anthemis tigrensis",PMID,"16766003","Three ent-trachylobane diterpenes from the leaf exudates of Psiadia punctulata."
"Anthemis tigrensis",PMID,"16319012","C18 tetraynoic fatty acids and essential oil composition of Mkilua fragrans."
"Anthemis tigrensis",PMID,"27569885","Chemical composition, antiproliferative, antioxidant and antibacterial activities of essential oils from aromatic plants growing in Sudan."
"Anthemis tigrensis",PMID,"18164558","Compositions and antifungal activities of essential oils of some Algerian aromatic plants."
"Anthemis tigrensis",PMID,"12736444","Dammarane triterpenes of Commiphora confusa resin."
"Anthemis tigrensis",PMID,"22257599","Antibacterial activity of Thymus maroccanus and Thymus broussonetii essential oils against nosocomial infection - bacteria and their synergistic potential with antibiotics."
"Anthemis tigrensis",PMID,"11449503","Antibacterial and molluscicidal activities of the essential oil of Chrysanthemum viscidehirtum."
"Anthemis tigrensis",PMID,"17688894","Antifungal rosane diterpenes and other constituents of Hugonia castaneifolia."
"Anthemis tigrensis",PMID,"20554185","Anticandidal activity of the essential oils of Thymus maroccanus and Thymus broussonetii and their synergism with amphotericin B and fluconazol."
"Anthemis tigrensis",PMID,"11830156","Two octanordammarane triterpenes from Commiphora kua."
"Anthemis tigrensis",PMID,"22119065","Chemical and genetic differentiation of two Mediterranean subspecies of Teucrium scorodonia L."
"Anthemis tigrensis",PMID,"22373506","Chemical composition and antibacterial activity of the essential oils from Launaea resedifolia L."
"Anthemis tigrensis",PMID,"21240765","Chemical composition of essential oils from leaves, stems, flower heads and roots of Conyza bonariensis L. from Tunisia."
"Anthemis tigrensis",DOI,"10.1016/j.bse.2007.05.009","Chemical composition and antimicrobial activity of essential oils of Cupressus arizonica Greene"
"Anthemis tigrensis",DOI,"10.1016/j.phymed.2010.03.020","Anticandidal activity of the essential oils of Thymus maroccanus and Thymus broussonetii and their synergism with amphotericin B and fluconazol"
"Anthemis tigrensis",DOI,"10.1016/j.fitote.2007.11.004","Compositions and antifungal activities of essential oils of some Algerian aromatic plants"
"Anthemis tigrensis",DOI,"10.1186/2191-2858-2-2","Chemical composition and antibacterial activity of the essential oils from Launaea resedifolia L"
"Anthemis tigrensis",DOI,"10.1016/j.phymed.2011.12.003","Antibacterial activity of Thymus maroccanus and Thymus broussonetii essential oils against nosocomial infection – bacteria and their synergistic potential with antibiotics"
